"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.4,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.5,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.4,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.5,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",4,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.7,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.1,
"DNK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.8,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",2.8,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2.7,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.6,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.6,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.3,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.4,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.4,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",1.8,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.2,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",1.7,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",1.9,
"FIN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.6,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.6,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.6,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.7,"B"
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.5,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.3,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.3,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.6,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.5,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.7,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.7,
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.9,"P"
"FRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2018",3.8,"P"
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.8,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.5,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.5,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.4,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.6,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.3,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.3,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.2,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.3,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.4,
"DEU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.3,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.7,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.5,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.7,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.1,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.8,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.4,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.9,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.7,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.7,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",4.2,
"GRC","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.5,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",5.7,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",5.9,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.6,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.1,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.3,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.9,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4.9,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",5,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",4.5,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.2,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.9,
"HUN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.5,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",1.4,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.5,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",1.8,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.2,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",0.9,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",1.1,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",1.8,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.1,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.2,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",0.7,
"ISL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.7,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.9,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.2,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.4,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.3,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.6,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.5,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.5,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.6,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.3,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.4,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3,
"IRL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.2,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.1,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.1,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.2,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.9,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.9,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.9,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.8,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.9,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.8,
"ITA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.7,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",2.6,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2.6,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.6,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.4,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.3,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.3,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.2,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.1,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.1,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",1.9,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2,
"JPN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",1.9,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.1,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.5,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.4,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.2,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.2,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.9,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.7,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.8,
"KOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.8,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",2.5,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",1.8,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",1.8,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.5,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.4,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.3,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.5,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.9,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.8,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.8,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.8,
"LUX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.2,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",16.3,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",15.7,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",15.1,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",14.6,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",14.1,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",13.7,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",13.3,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",13,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",12.5,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",12.5,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",12.1,
"MEX","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",12.1,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.4,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",4.1,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.8,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.8,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.8,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.6,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.7,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.8,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.6,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.3,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.5,
"NLD","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.6,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",5.1,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",4.8,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.2,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.5,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",5.2,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4.7,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",5,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",5.7,
"NZL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.3,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.2,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.1,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.7,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.1,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.8,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.4,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.5,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.4,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.4,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.3,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.2,
"NOR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.3,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",6,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.6,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.6,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.7,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4.6,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",4.6,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",4.2,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",4,
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",4,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.3,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.4,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.3,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.6,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.5,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.1,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.4,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.9,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.9,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.9,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.2,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.7,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",6.6,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.1,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.9,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.7,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.7,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.9,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",5.8,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",5.5,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",5.8,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",5.1,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",5.4,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",4.5,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.5,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.4,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.3,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.2,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.2,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.1,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.1,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.7,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.8,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.7,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.7,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.7,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",2.8,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.1,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.6,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.7,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.2,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.4,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.4,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",4,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.3,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.6,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.5,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",24.5,
