"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","LIFEEXP","MEN","YR","A","2013",78.1,
"BEL","LIFEEXP","MEN","YR","A","2014",78.8,
"BEL","LIFEEXP","MEN","YR","A","2015",78.7,
"BEL","LIFEEXP","MEN","YR","A","2016",79,
"BEL","LIFEEXP","MEN","YR","A","2017",79.2,
"CAN","LIFEEXP","MEN","YR","A","2006",77.9,
"CAN","LIFEEXP","MEN","YR","A","2007",78.1,
"CAN","LIFEEXP","MEN","YR","A","2008",78.3,
"CAN","LIFEEXP","MEN","YR","A","2009",78.5,
"CAN","LIFEEXP","MEN","YR","A","2010",78.8,
"CAN","LIFEEXP","MEN","YR","A","2011",79.1,
"CAN","LIFEEXP","MEN","YR","A","2012",79.4,
"CAN","LIFEEXP","MEN","YR","A","2013",79.6,
"CAN","LIFEEXP","MEN","YR","A","2014",79.7,
"CAN","LIFEEXP","MEN","YR","A","2015",79.8,
"CAN","LIFEEXP","MEN","YR","A","2016",79.9,
"CAN","LIFEEXP","MEN","YR","A","2017",79.9,
"CZE","LIFEEXP","MEN","YR","A","2006",73.5,
"CZE","LIFEEXP","MEN","YR","A","2007",73.8,
"CZE","LIFEEXP","MEN","YR","A","2008",74.1,
"CZE","LIFEEXP","MEN","YR","A","2009",74.3,
"CZE","LIFEEXP","MEN","YR","A","2010",74.5,
"CZE","LIFEEXP","MEN","YR","A","2011",74.8,
"CZE","LIFEEXP","MEN","YR","A","2012",75.1,
"CZE","LIFEEXP","MEN","YR","A","2013",75.2,
"CZE","LIFEEXP","MEN","YR","A","2014",75.8,
"CZE","LIFEEXP","MEN","YR","A","2015",75.7,
"CZE","LIFEEXP","MEN","YR","A","2016",76.1,
"CZE","LIFEEXP","MEN","YR","A","2017",76.1,
"DNK","LIFEEXP","MEN","YR","A","2006",76.1,
"DNK","LIFEEXP","MEN","YR","A","2007",76.2,
"DNK","LIFEEXP","MEN","YR","A","2008",76.5,
"DNK","LIFEEXP","MEN","YR","A","2009",76.9,
"DNK","LIFEEXP","MEN","YR","A","2010",77.2,
"DNK","LIFEEXP","MEN","YR","A","2011",77.8,
"DNK","LIFEEXP","MEN","YR","A","2012",78.1,
"DNK","LIFEEXP","MEN","YR","A","2013",78.3,
"DNK","LIFEEXP","MEN","YR","A","2014",78.7,
"DNK","LIFEEXP","MEN","YR","A","2015",78.8,
"DNK","LIFEEXP","MEN","YR","A","2016",79,
"DNK","LIFEEXP","MEN","YR","A","2017",79.2,
"FIN","LIFEEXP","MEN","YR","A","2006",75.9,
"FIN","LIFEEXP","MEN","YR","A","2007",76,
"FIN","LIFEEXP","MEN","YR","A","2008",76.5,
"FIN","LIFEEXP","MEN","YR","A","2009",76.6,
"FIN","LIFEEXP","MEN","YR","A","2010",76.9,
"FIN","LIFEEXP","MEN","YR","A","2011",77.3,
"FIN","LIFEEXP","MEN","YR","A","2012",77.7,
"FIN","LIFEEXP","MEN","YR","A","2013",78,
"FIN","LIFEEXP","MEN","YR","A","2014",78.4,
"FIN","LIFEEXP","MEN","YR","A","2015",78.7,
"FIN","LIFEEXP","MEN","YR","A","2016",78.6,
"FIN","LIFEEXP","MEN","YR","A","2017",78.9,
"FRA","LIFEEXP","MEN","YR","A","2006",77.4,
"FRA","LIFEEXP","MEN","YR","A","2007",77.6,
"FRA","LIFEEXP","MEN","YR","A","2008",77.9,
"FRA","LIFEEXP","MEN","YR","A","2009",78,
"FRA","LIFEEXP","MEN","YR","A","2010",78.3,
"FRA","LIFEEXP","MEN","YR","A","2011",78.8,
"FRA","LIFEEXP","MEN","YR","A","2012",78.7,
"FRA","LIFEEXP","MEN","YR","A","2013",79,
"FRA","LIFEEXP","MEN","YR","A","2014",79.5,
"FRA","LIFEEXP","MEN","YR","A","2015",79.2,
"FRA","LIFEEXP","MEN","YR","A","2016",79.5,
"FRA","LIFEEXP","MEN","YR","A","2017",79.6,
"DEU","LIFEEXP","MEN","YR","A","2006",77.2,
"DEU","LIFEEXP","MEN","YR","A","2007",77.4,
"DEU","LIFEEXP","MEN","YR","A","2008",77.6,
"DEU","LIFEEXP","MEN","YR","A","2009",77.8,
"DEU","LIFEEXP","MEN","YR","A","2010",78,
"DEU","LIFEEXP","MEN","YR","A","2011",77.9,
"DEU","LIFEEXP","MEN","YR","A","2012",78.1,
"DEU","LIFEEXP","MEN","YR","A","2013",78.1,
"DEU","LIFEEXP","MEN","YR","A","2014",78.7,
"DEU","LIFEEXP","MEN","YR","A","2015",78.3,
"DEU","LIFEEXP","MEN","YR","A","2016",78.6,
"DEU","LIFEEXP","MEN","YR","A","2017",78.7,
"GRC","LIFEEXP","MEN","YR","A","2006",77.1,
"GRC","LIFEEXP","MEN","YR","A","2007",76.9,
"GRC","LIFEEXP","MEN","YR","A","2008",77.5,
"GRC","LIFEEXP","MEN","YR","A","2009",77.5,
"GRC","LIFEEXP","MEN","YR","A","2010",78,
"GRC","LIFEEXP","MEN","YR","A","2011",78,
"GRC","LIFEEXP","MEN","YR","A","2012",78,
"GRC","LIFEEXP","MEN","YR","A","2013",78.7,
"GRC","LIFEEXP","MEN","YR","A","2014",78.8,
"GRC","LIFEEXP","MEN","YR","A","2015",78.5,
"GRC","LIFEEXP","MEN","YR","A","2016",78.9,
"GRC","LIFEEXP","MEN","YR","A","2017",78.8,
"HUN","LIFEEXP","MEN","YR","A","2006",69.2,
"HUN","LIFEEXP","MEN","YR","A","2007",69.4,
"HUN","LIFEEXP","MEN","YR","A","2008",70,
"HUN","LIFEEXP","MEN","YR","A","2009",70.3,
"HUN","LIFEEXP","MEN","YR","A","2010",70.7,
"HUN","LIFEEXP","MEN","YR","A","2011",71.2,
"HUN","LIFEEXP","MEN","YR","A","2012",71.6,"B"
"HUN","LIFEEXP","MEN","YR","A","2013",72.2,
"HUN","LIFEEXP","MEN","YR","A","2014",72.3,
"HUN","LIFEEXP","MEN","YR","A","2015",72.3,
"HUN","LIFEEXP","MEN","YR","A","2016",72.6,
"HUN","LIFEEXP","MEN","YR","A","2017",72.5,
"ISL","LIFEEXP","MEN","YR","A","2006",79.5,
"ISL","LIFEEXP","MEN","YR","A","2007",79.6,
"ISL","LIFEEXP","MEN","YR","A","2008",80,
"ISL","LIFEEXP","MEN","YR","A","2009",79.8,
"ISL","LIFEEXP","MEN","YR","A","2010",79.8,
"ISL","LIFEEXP","MEN","YR","A","2011",80.7,
"ISL","LIFEEXP","MEN","YR","A","2012",81.6,
"ISL","LIFEEXP","MEN","YR","A","2013",80.5,
"ISL","LIFEEXP","MEN","YR","A","2014",81.3,
"ISL","LIFEEXP","MEN","YR","A","2015",81.2,
"ISL","LIFEEXP","MEN","YR","A","2016",80.4,
"ISL","LIFEEXP","MEN","YR","A","2017",81.1,
"IRL","LIFEEXP","MEN","YR","A","2006",76.9,
"IRL","LIFEEXP","MEN","YR","A","2007",77.3,
"IRL","LIFEEXP","MEN","YR","A","2008",77.9,
"IRL","LIFEEXP","MEN","YR","A","2009",77.8,
"IRL","LIFEEXP","MEN","YR","A","2010",78.5,
"IRL","LIFEEXP","MEN","YR","A","2011",78.6,
"IRL","LIFEEXP","MEN","YR","A","2012",78.7,
"IRL","LIFEEXP","MEN","YR","A","2013",78.9,
"IRL","LIFEEXP","MEN","YR","A","2014",79.3,
"IRL","LIFEEXP","MEN","YR","A","2015",79.6,
"IRL","LIFEEXP","MEN","YR","A","2016",79.9,
"IRL","LIFEEXP","MEN","YR","A","2017",80.4,
"ITA","LIFEEXP","MEN","YR","A","2006",78.6,
"ITA","LIFEEXP","MEN","YR","A","2007",78.8,
"ITA","LIFEEXP","MEN","YR","A","2008",78.9,
"ITA","LIFEEXP","MEN","YR","A","2009",79.1,
"ITA","LIFEEXP","MEN","YR","A","2010",79.5,
"ITA","LIFEEXP","MEN","YR","A","2011",79.7,
"ITA","LIFEEXP","MEN","YR","A","2012",79.8,
"ITA","LIFEEXP","MEN","YR","A","2013",80.3,
"ITA","LIFEEXP","MEN","YR","A","2014",80.7,
"ITA","LIFEEXP","MEN","YR","A","2015",80.3,
"ITA","LIFEEXP","MEN","YR","A","2016",81,
"ITA","LIFEEXP","MEN","YR","A","2017",80.8,
"JPN","LIFEEXP","MEN","YR","A","2006",79,
"JPN","LIFEEXP","MEN","YR","A","2007",79.2,
"JPN","LIFEEXP","MEN","YR","A","2008",79.3,
"JPN","LIFEEXP","MEN","YR","A","2009",79.6,
"JPN","LIFEEXP","MEN","YR","A","2010",79.6,
"JPN","LIFEEXP","MEN","YR","A","2011",79.4,
"JPN","LIFEEXP","MEN","YR","A","2012",79.9,
"JPN","LIFEEXP","MEN","YR","A","2013",80.2,
"JPN","LIFEEXP","MEN","YR","A","2014",80.5,
"JPN","LIFEEXP","MEN","YR","A","2015",80.8,
"JPN","LIFEEXP","MEN","YR","A","2016",81,
"JPN","LIFEEXP","MEN","YR","A","2017",81.1,
"KOR","LIFEEXP","MEN","YR","A","2006",75.4,
"KOR","LIFEEXP","MEN","YR","A","2007",75.9,
"KOR","LIFEEXP","MEN","YR","A","2008",76.2,
"KOR","LIFEEXP","MEN","YR","A","2009",76.7,
"KOR","LIFEEXP","MEN","YR","A","2010",76.8,
"KOR","LIFEEXP","MEN","YR","A","2011",77.3,
"KOR","LIFEEXP","MEN","YR","A","2012",77.6,
"KOR","LIFEEXP","MEN","YR","A","2013",78.1,
"KOR","LIFEEXP","MEN","YR","A","2014",78.6,
"KOR","LIFEEXP","MEN","YR","A","2015",79,
"KOR","LIFEEXP","MEN","YR","A","2016",79.3,
"KOR","LIFEEXP","MEN","YR","A","2017",79.7,
"LUX","LIFEEXP","MEN","YR","A","2006",76.8,
"LUX","LIFEEXP","MEN","YR","A","2007",76.7,
"LUX","LIFEEXP","MEN","YR","A","2008",78.1,
"LUX","LIFEEXP","MEN","YR","A","2009",78.1,
"LUX","LIFEEXP","MEN","YR","A","2010",77.9,
"LUX","LIFEEXP","MEN","YR","A","2011",78.5,
"LUX","LIFEEXP","MEN","YR","A","2012",79.1,"B"
"LUX","LIFEEXP","MEN","YR","A","2013",79.8,
"LUX","LIFEEXP","MEN","YR","A","2014",79.4,
"LUX","LIFEEXP","MEN","YR","A","2015",80,
"LUX","LIFEEXP","MEN","YR","A","2016",80.1,
"LUX","LIFEEXP","MEN","YR","A","2017",79.9,
"MEX","LIFEEXP","MEN","YR","A","2006",71.4,
"MEX","LIFEEXP","MEN","YR","A","2007",71.5,
"MEX","LIFEEXP","MEN","YR","A","2008",71.3,
"MEX","LIFEEXP","MEN","YR","A","2009",71.1,
"MEX","LIFEEXP","MEN","YR","A","2010",71.1,
"MEX","LIFEEXP","MEN","YR","A","2011",71.2,
"MEX","LIFEEXP","MEN","YR","A","2012",71.4,
"MEX","LIFEEXP","MEN","YR","A","2013",71.7,
"MEX","LIFEEXP","MEN","YR","A","2014",72.1,
"MEX","LIFEEXP","MEN","YR","A","2015",72.3,
"MEX","LIFEEXP","MEN","YR","A","2016",72.6,
"MEX","LIFEEXP","MEN","YR","A","2017",72.9,
"MEX","LIFEEXP","MEN","YR","A","2018",72.2,"P"
"NLD","LIFEEXP","MEN","YR","A","2006",77.7,
"NLD","LIFEEXP","MEN","YR","A","2007",78.1,
"NLD","LIFEEXP","MEN","YR","A","2008",78.4,
"NLD","LIFEEXP","MEN","YR","A","2009",78.7,
"NLD","LIFEEXP","MEN","YR","A","2010",78.9,
"NLD","LIFEEXP","MEN","YR","A","2011",79.4,
"NLD","LIFEEXP","MEN","YR","A","2012",79.3,
"NLD","LIFEEXP","MEN","YR","A","2013",79.5,
"NLD","LIFEEXP","MEN","YR","A","2014",80,
"NLD","LIFEEXP","MEN","YR","A","2015",79.9,
"NLD","LIFEEXP","MEN","YR","A","2016",80,
"NLD","LIFEEXP","MEN","YR","A","2017",80.2,
"NZL","LIFEEXP","MEN","YR","A","2006",78,
"NZL","LIFEEXP","MEN","YR","A","2007",78.2,
"NZL","LIFEEXP","MEN","YR","A","2008",78.4,
"NZL","LIFEEXP","MEN","YR","A","2009",78.7,
"NZL","LIFEEXP","MEN","YR","A","2010",78.9,
"NZL","LIFEEXP","MEN","YR","A","2011",79.1,
"NZL","LIFEEXP","MEN","YR","A","2012",79.3,
"NZL","LIFEEXP","MEN","YR","A","2013",79.5,
"NZL","LIFEEXP","MEN","YR","A","2014",79.7,
"NZL","LIFEEXP","MEN","YR","A","2015",79.9,
"NZL","LIFEEXP","MEN","YR","A","2016",80,
"NZL","LIFEEXP","MEN","YR","A","2017",80.2,"P"
"NOR","LIFEEXP","MEN","YR","A","2006",78.2,
"NOR","LIFEEXP","MEN","YR","A","2007",78.3,
"NOR","LIFEEXP","MEN","YR","A","2008",78.4,
"NOR","LIFEEXP","MEN","YR","A","2009",78.7,
"NOR","LIFEEXP","MEN","YR","A","2010",79,
"NOR","LIFEEXP","MEN","YR","A","2011",79.1,
"NOR","LIFEEXP","MEN","YR","A","2012",79.5,
"NOR","LIFEEXP","MEN","YR","A","2013",79.8,
"NOR","LIFEEXP","MEN","YR","A","2014",80.1,
"NOR","LIFEEXP","MEN","YR","A","2015",80.5,
"NOR","LIFEEXP","MEN","YR","A","2016",80.7,
"NOR","LIFEEXP","MEN","YR","A","2017",81,
"POL","LIFEEXP","MEN","YR","A","2006",70.9,
"POL","LIFEEXP","MEN","YR","A","2007",71,
"POL","LIFEEXP","MEN","YR","A","2008",71.3,
"POL","LIFEEXP","MEN","YR","A","2009",71.5,"B"
"POL","LIFEEXP","MEN","YR","A","2010",72.2,
"POL","LIFEEXP","MEN","YR","A","2011",72.5,
"POL","LIFEEXP","MEN","YR","A","2012",72.6,
"POL","LIFEEXP","MEN","YR","A","2013",73,
"POL","LIFEEXP","MEN","YR","A","2014",73.7,
"POL","LIFEEXP","MEN","YR","A","2015",73.5,
"POL","LIFEEXP","MEN","YR","A","2016",73.9,
"POL","LIFEEXP","MEN","YR","A","2017",73.9,
"PRT","LIFEEXP","MEN","YR","A","2006",75.5,
"PRT","LIFEEXP","MEN","YR","A","2007",75.9,
"PRT","LIFEEXP","MEN","YR","A","2008",76.2,
"PRT","LIFEEXP","MEN","YR","A","2009",76.5,
"PRT","LIFEEXP","MEN","YR","A","2010",76.8,
"PRT","LIFEEXP","MEN","YR","A","2011",77.3,
"PRT","LIFEEXP","MEN","YR","A","2012",77.3,
"PRT","LIFEEXP","MEN","YR","A","2013",77.6,
"PRT","LIFEEXP","MEN","YR","A","2014",78,
"PRT","LIFEEXP","MEN","YR","A","2015",78.1,
"PRT","LIFEEXP","MEN","YR","A","2016",78.1,
"PRT","LIFEEXP","MEN","YR","A","2017",78.4,
"SVK","LIFEEXP","MEN","YR","A","2006",70.4,
"SVK","LIFEEXP","MEN","YR","A","2007",70.6,
"SVK","LIFEEXP","MEN","YR","A","2008",70.9,
"SVK","LIFEEXP","MEN","YR","A","2009",71.4,
"SVK","LIFEEXP","MEN","YR","A","2010",71.8,
"SVK","LIFEEXP","MEN","YR","A","2011",72.3,
"SVK","LIFEEXP","MEN","YR","A","2012",72.5,
"SVK","LIFEEXP","MEN","YR","A","2013",72.9,
"SVK","LIFEEXP","MEN","YR","A","2014",73.3,
"SVK","LIFEEXP","MEN","YR","A","2015",73.1,
"SVK","LIFEEXP","MEN","YR","A","2016",73.8,
"SVK","LIFEEXP","MEN","YR","A","2017",73.8,
"ESP","LIFEEXP","MEN","YR","A","2006",77.8,
"ESP","LIFEEXP","MEN","YR","A","2007",77.9,
"ESP","LIFEEXP","MEN","YR","A","2008",78.3,
"ESP","LIFEEXP","MEN","YR","A","2009",78.8,
"ESP","LIFEEXP","MEN","YR","A","2010",79.2,
"ESP","LIFEEXP","MEN","YR","A","2011",79.5,
"ESP","LIFEEXP","MEN","YR","A","2012",79.5,
"ESP","LIFEEXP","MEN","YR","A","2013",80.2,
"ESP","LIFEEXP","MEN","YR","A","2014",80.4,
"ESP","LIFEEXP","MEN","YR","A","2015",80.1,
"ESP","LIFEEXP","MEN","YR","A","2016",80.5,
"ESP","LIFEEXP","MEN","YR","A","2017",80.6,
"SWE","LIFEEXP","MEN","YR","A","2006",78.8,
"SWE","LIFEEXP","MEN","YR","A","2007",79,
"SWE","LIFEEXP","MEN","YR","A","2008",79.2,
"SWE","LIFEEXP","MEN","YR","A","2009",79.4,
"SWE","LIFEEXP","MEN","YR","A","2010",79.6,
"SWE","LIFEEXP","MEN","YR","A","2011",79.9,
"SWE","LIFEEXP","MEN","YR","A","2012",79.9,
"SWE","LIFEEXP","MEN","YR","A","2013",80.2,
"SWE","LIFEEXP","MEN","YR","A","2014",80.4,
"SWE","LIFEEXP","MEN","YR","A","2015",80.4,
"SWE","LIFEEXP","MEN","YR","A","2016",80.6,
"SWE","LIFEEXP","MEN","YR","A","2017",80.8,
"CHE","LIFEEXP","MEN","YR","A","2006",79.2,
"CHE","LIFEEXP","MEN","YR","A","2007",79.5,
"CHE","LIFEEXP","MEN","YR","A","2008",79.8,
"CHE","LIFEEXP","MEN","YR","A","2009",79.9,
"CHE","LIFEEXP","MEN","YR","A","2010",80.3,
"CHE","LIFEEXP","MEN","YR","A","2011",80.5,"B"
"CHE","LIFEEXP","MEN","YR","A","2012",80.6,
"CHE","LIFEEXP","MEN","YR","A","2013",80.7,
"CHE","LIFEEXP","MEN","YR","A","2014",81.1,
"CHE","LIFEEXP","MEN","YR","A","2015",80.8,
"CHE","LIFEEXP","MEN","YR","A","2016",81.7,
"CHE","LIFEEXP","MEN","YR","A","2017",81.6,
"TUR","LIFEEXP","MEN","YR","A","2006",71.2,
"TUR","LIFEEXP","MEN","YR","A","2007",71.4,
"TUR","LIFEEXP","MEN","YR","A","2008",71.5,
"TUR","LIFEEXP","MEN","YR","A","2009",71.7,
"TUR","LIFEEXP","MEN","YR","A","2010",71.8,
"TUR","LIFEEXP","MEN","YR","A","2011",72,
"TUR","LIFEEXP","MEN","YR","A","2012",72,
"TUR","LIFEEXP","MEN","YR","A","2013",75.3,"B"
"TUR","LIFEEXP","MEN","YR","A","2014",75.3,
"TUR","LIFEEXP","MEN","YR","A","2015",75.3,
"TUR","LIFEEXP","MEN","YR","A","2016",75.3,
"TUR","LIFEEXP","MEN","YR","A","2017",75.3,
"GBR","LIFEEXP","MEN","YR","A","2006",77.3,
"GBR","LIFEEXP","MEN","YR","A","2007",77.6,
"GBR","LIFEEXP","MEN","YR","A","2008",77.7,
"GBR","LIFEEXP","MEN","YR","A","2009",78.3,
"GBR","LIFEEXP","MEN","YR","A","2010",78.6,
"GBR","LIFEEXP","MEN","YR","A","2011",79,
"GBR","LIFEEXP","MEN","YR","A","2012",79.1,
"GBR","LIFEEXP","MEN","YR","A","2013",79.2,
"GBR","LIFEEXP","MEN","YR","A","2014",79.5,
"GBR","LIFEEXP","MEN","YR","A","2015",79.2,
"GBR","LIFEEXP","MEN","YR","A","2016",79.4,
"GBR","LIFEEXP","MEN","YR","A","2017",79.5,
"USA","LIFEEXP","MEN","YR","A","2006",75.2,
"USA","LIFEEXP","MEN","YR","A","2007",75.5,
"USA","LIFEEXP","MEN","YR","A","2008",75.6,
"USA","LIFEEXP","MEN","YR","A","2009",76,
"USA","LIFEEXP","MEN","YR","A","2010",76.2,
"USA","LIFEEXP","MEN","YR","A","2011",76.3,
"USA","LIFEEXP","MEN","YR","A","2012",76.4,
"USA","LIFEEXP","MEN","YR","A","2013",76.4,
"USA","LIFEEXP","MEN","YR","A","2014",76.5,
"USA","LIFEEXP","MEN","YR","A","2015",76.3,
"USA","LIFEEXP","MEN","YR","A","2016",76.2,
"USA","LIFEEXP","MEN","YR","A","2017",76.1,
"BRA","LIFEEXP","MEN","YR","A","2006",68.6,
"BRA","LIFEEXP","MEN","YR","A","2007",69,
"BRA","LIFEEXP","MEN","YR","A","2008",69.4,
"BRA","LIFEEXP","MEN","YR","A","2009",69.8,
"BRA","LIFEEXP","MEN","YR","A","2010",70.1,
"BRA","LIFEEXP","MEN","YR","A","2011",70.5,
"BRA","LIFEEXP","MEN","YR","A","2012",70.8,
"BRA","LIFEEXP","MEN","YR","A","2013",71.1,
"BRA","LIFEEXP","MEN","YR","A","2014",71.4,
"BRA","LIFEEXP","MEN","YR","A","2015",71.6,
"BRA","LIFEEXP","MEN","YR","A","2016",71.9,
"BRA","LIFEEXP","MEN","YR","A","2017",72.1,
"CHL","LIFEEXP","MEN","YR","A","2006",75.1,
"CHL","LIFEEXP","MEN","YR","A","2007",74.6,
"CHL","LIFEEXP","MEN","YR","A","2008",75.2,
"CHL","LIFEEXP","MEN","YR","A","2009",75.3,
"CHL","LIFEEXP","MEN","YR","A","2010",75.2,
"CHL","LIFEEXP","MEN","YR","A","2011",76,
"CHL","LIFEEXP","MEN","YR","A","2012",76.1,
"CHL","LIFEEXP","MEN","YR","A","2013",76.6,
"CHL","LIFEEXP","MEN","YR","A","2014",76.8,
"CHL","LIFEEXP","MEN","YR","A","2015",77.1,
"CHL","LIFEEXP","MEN","YR","A","2016",77.4,
"CHN","LIFEEXP","MEN","YR","A","2006",72.8,
"CHN","LIFEEXP","MEN","YR","A","2007",73.1,
"CHN","LIFEEXP","MEN","YR","A","2008",73.3,
"CHN","LIFEEXP","MEN","YR","A","2009",73.6,
"CHN","LIFEEXP","MEN","YR","A","2010",73.8,
"CHN","LIFEEXP","MEN","YR","A","2011",74,
"CHN","LIFEEXP","MEN","YR","A","2012",74.2,
"CHN","LIFEEXP","MEN","YR","A","2013",74.3,
"CHN","LIFEEXP","MEN","YR","A","2014",74.5,
"CHN","LIFEEXP","MEN","YR","A","2015",74.6,
"CHN","LIFEEXP","MEN","YR","A","2016",74.8,
"CHN","LIFEEXP","MEN","YR","A","2017",74.9,
"EST","LIFEEXP","MEN","YR","A","2006",67.6,
"EST","LIFEEXP","MEN","YR","A","2007",67.5,
"EST","LIFEEXP","MEN","YR","A","2008",68.9,
"EST","LIFEEXP","MEN","YR","A","2009",70,
"EST","LIFEEXP","MEN","YR","A","2010",70.9,
"EST","LIFEEXP","MEN","YR","A","2011",71.4,
"EST","LIFEEXP","MEN","YR","A","2012",71.4,
"EST","LIFEEXP","MEN","YR","A","2013",72.8,
"EST","LIFEEXP","MEN","YR","A","2014",72.4,
"EST","LIFEEXP","MEN","YR","A","2015",73.2,
"EST","LIFEEXP","MEN","YR","A","2016",73.3,
"EST","LIFEEXP","MEN","YR","A","2017",73.8,
"IND","LIFEEXP","MEN","YR","A","2006",64.1,
"IND","LIFEEXP","MEN","YR","A","2007",64.5,
"IND","LIFEEXP","MEN","YR","A","2008",64.8,
"IND","LIFEEXP","MEN","YR","A","2009",65.2,
"IND","LIFEEXP","MEN","YR","A","2010",65.5,
"IND","LIFEEXP","MEN","YR","A","2011",65.8,
"IND","LIFEEXP","MEN","YR","A","2012",66.1,
"IND","LIFEEXP","MEN","YR","A","2013",66.4,
"IND","LIFEEXP","MEN","YR","A","2014",66.6,
"IND","LIFEEXP","MEN","YR","A","2015",66.9,
"IND","LIFEEXP","MEN","YR","A","2016",67.1,
"IND","LIFEEXP","MEN","YR","A","2017",67.3,
"IDN","LIFEEXP","MEN","YR","A","2006",65.4,
"IDN","LIFEEXP","MEN","YR","A","2007",65.6,
"IDN","LIFEEXP","MEN","YR","A","2008",65.7,
"IDN","LIFEEXP","MEN","YR","A","2009",65.9,
"IDN","LIFEEXP","MEN","YR","A","2010",66.1,
"IDN","LIFEEXP","MEN","YR","A","2011",66.3,
"IDN","LIFEEXP","MEN","YR","A","2012",66.5,
"IDN","LIFEEXP","MEN","YR","A","2013",66.7,
"IDN","LIFEEXP","MEN","YR","A","2014",66.8,
"IDN","LIFEEXP","MEN","YR","A","2015",67,
"IDN","LIFEEXP","MEN","YR","A","2016",67.2,
"IDN","LIFEEXP","MEN","YR","A","2017",67.3,
"ISR","LIFEEXP","MEN","YR","A","2006",78.7,
"ISR","LIFEEXP","MEN","YR","A","2007",78.7,
"ISR","LIFEEXP","MEN","YR","A","2008",79,
"ISR","LIFEEXP","MEN","YR","A","2009",79.6,"B"
"ISR","LIFEEXP","MEN","YR","A","2010",79.7,
"ISR","LIFEEXP","MEN","YR","A","2011",79.9,
"ISR","LIFEEXP","MEN","YR","A","2012",79.9,
"ISR","LIFEEXP","MEN","YR","A","2013",80.3,
"ISR","LIFEEXP","MEN","YR","A","2014",80.3,
"ISR","LIFEEXP","MEN","YR","A","2015",80.1,
"ISR","LIFEEXP","MEN","YR","A","2016",80.7,
"ISR","LIFEEXP","MEN","YR","A","2017",80.6,
"RUS","LIFEEXP","MEN","YR","A","2006",60.4,
"RUS","LIFEEXP","MEN","YR","A","2007",61.5,
"RUS","LIFEEXP","MEN","YR","A","2008",61.9,
"RUS","LIFEEXP","MEN","YR","A","2009",62.9,
"RUS","LIFEEXP","MEN","YR","A","2010",63.1,
"RUS","LIFEEXP","MEN","YR","A","2011",64,
"RUS","LIFEEXP","MEN","YR","A","2012",64.6,
"RUS","LIFEEXP","MEN","YR","A","2013",65.1,
"RUS","LIFEEXP","MEN","YR","A","2014",65.3,"B"
"RUS","LIFEEXP","MEN","YR","A","2015",65.9,
"RUS","LIFEEXP","MEN","YR","A","2016",66.5,
"RUS","LIFEEXP","MEN","YR","A","2017",67.5,
"SVN","LIFEEXP","MEN","YR","A","2006",74.5,
"SVN","LIFEEXP","MEN","YR","A","2007",74.6,
"SVN","LIFEEXP","MEN","YR","A","2008",75.5,"B"
"SVN","LIFEEXP","MEN","YR","A","2009",75.9,
"SVN","LIFEEXP","MEN","YR","A","2010",76.4,
"SVN","LIFEEXP","MEN","YR","A","2011",76.8,
"SVN","LIFEEXP","MEN","YR","A","2012",77.1,
"SVN","LIFEEXP","MEN","YR","A","2013",77.2,
"SVN","LIFEEXP","MEN","YR","A","2014",78.2,
"SVN","LIFEEXP","MEN","YR","A","2015",77.8,
