"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","SUICIDE","TOT","100000PER","A","2006",10.8,
"CAN","SUICIDE","TOT","100000PER","A","2007",10.6,
"CAN","SUICIDE","TOT","100000PER","A","2008",10.7,
"CAN","SUICIDE","TOT","100000PER","A","2009",11.1,
"CAN","SUICIDE","TOT","100000PER","A","2010",11.1,
"CAN","SUICIDE","TOT","100000PER","A","2011",10.8,
"CAN","SUICIDE","TOT","100000PER","A","2012",10.8,
"CAN","SUICIDE","TOT","100000PER","A","2013",11.1,
"CAN","SUICIDE","TOT","100000PER","A","2014",11.5,
"CAN","SUICIDE","TOT","100000PER","A","2015",11.8,
"CZE","SUICIDE","TOT","100000PER","A","2006",13.1,
"CZE","SUICIDE","TOT","100000PER","A","2007",12.7,
"CZE","SUICIDE","TOT","100000PER","A","2008",12.6,
"CZE","SUICIDE","TOT","100000PER","A","2009",13.2,
"CZE","SUICIDE","TOT","100000PER","A","2010",13.5,
"CZE","SUICIDE","TOT","100000PER","A","2011",14.3,
"CZE","SUICIDE","TOT","100000PER","A","2012",14.7,
"CZE","SUICIDE","TOT","100000PER","A","2013",14.2,
"CZE","SUICIDE","TOT","100000PER","A","2014",13.3,
"CZE","SUICIDE","TOT","100000PER","A","2015",12.3,
"CZE","SUICIDE","TOT","100000PER","A","2016",11.7,
"CZE","SUICIDE","TOT","100000PER","A","2017",12.4,
"DNK","SUICIDE","TOT","100000PER","A","2006",11.6,
"DNK","SUICIDE","TOT","100000PER","A","2007",10.3,
"DNK","SUICIDE","TOT","100000PER","A","2008",10.7,
"DNK","SUICIDE","TOT","100000PER","A","2009",10.8,
"DNK","SUICIDE","TOT","100000PER","A","2010",9.8,
"DNK","SUICIDE","TOT","100000PER","A","2011",10.2,
"DNK","SUICIDE","TOT","100000PER","A","2012",11.3,
"DNK","SUICIDE","TOT","100000PER","A","2013",10.3,
"DNK","SUICIDE","TOT","100000PER","A","2014",10.6,
"DNK","SUICIDE","TOT","100000PER","A","2015",9.4,
"FIN","SUICIDE","TOT","100000PER","A","2006",19.6,
"FIN","SUICIDE","TOT","100000PER","A","2007",18.2,
"FIN","SUICIDE","TOT","100000PER","A","2008",19,
"FIN","SUICIDE","TOT","100000PER","A","2009",18.9,
"FIN","SUICIDE","TOT","100000PER","A","2010",17.3,
"FIN","SUICIDE","TOT","100000PER","A","2011",16.4,
"FIN","SUICIDE","TOT","100000PER","A","2012",15.6,
"FIN","SUICIDE","TOT","100000PER","A","2013",15.8,
"FIN","SUICIDE","TOT","100000PER","A","2014",14.1,
"FIN","SUICIDE","TOT","100000PER","A","2015",13.1,
"FIN","SUICIDE","TOT","100000PER","A","2016",13.9,
"FRA","SUICIDE","TOT","100000PER","A","2006",16.5,
"FRA","SUICIDE","TOT","100000PER","A","2007",15.8,
"FRA","SUICIDE","TOT","100000PER","A","2008",16.1,
"FRA","SUICIDE","TOT","100000PER","A","2009",16.2,
"FRA","SUICIDE","TOT","100000PER","A","2010",15.9,
"FRA","SUICIDE","TOT","100000PER","A","2011",15.8,
"FRA","SUICIDE","TOT","100000PER","A","2012",14.6,
"FRA","SUICIDE","TOT","100000PER","A","2013",14.3,
"FRA","SUICIDE","TOT","100000PER","A","2014",13.1,
"FRA","SUICIDE","TOT","100000PER","A","2015",13.1,
"DEU","SUICIDE","TOT","100000PER","A","2006",10.7,
"DEU","SUICIDE","TOT","100000PER","A","2007",10.2,
"DEU","SUICIDE","TOT","100000PER","A","2008",10.3,
"DEU","SUICIDE","TOT","100000PER","A","2009",10.3,
"DEU","SUICIDE","TOT","100000PER","A","2010",10.8,
"DEU","SUICIDE","TOT","100000PER","A","2011",10.8,
"DEU","SUICIDE","TOT","100000PER","A","2012",10.5,
"DEU","SUICIDE","TOT","100000PER","A","2013",10.8,
"DEU","SUICIDE","TOT","100000PER","A","2014",10.8,
"DEU","SUICIDE","TOT","100000PER","A","2015",10.6,
"DEU","SUICIDE","TOT","100000PER","A","2016",10.2,
"GRC","SUICIDE","TOT","100000PER","A","2006",3.3,
"GRC","SUICIDE","TOT","100000PER","A","2007",2.8,
"GRC","SUICIDE","TOT","100000PER","A","2008",3.1,
"GRC","SUICIDE","TOT","100000PER","A","2009",3.2,
"GRC","SUICIDE","TOT","100000PER","A","2010",3.1,
"GRC","SUICIDE","TOT","100000PER","A","2011",3.9,
"GRC","SUICIDE","TOT","100000PER","A","2012",4.2,
"GRC","SUICIDE","TOT","100000PER","A","2013",4.5,
"GRC","SUICIDE","TOT","100000PER","A","2014",4.7,
"GRC","SUICIDE","TOT","100000PER","A","2015",4.4,
"GRC","SUICIDE","TOT","100000PER","A","2016",4,
"HUN","SUICIDE","TOT","100000PER","A","2006",23.4,
"HUN","SUICIDE","TOT","100000PER","A","2007",23.3,
"HUN","SUICIDE","TOT","100000PER","A","2008",23.4,
"HUN","SUICIDE","TOT","100000PER","A","2009",23.3,
"HUN","SUICIDE","TOT","100000PER","A","2010",23.4,
"HUN","SUICIDE","TOT","100000PER","A","2011",22.8,
"HUN","SUICIDE","TOT","100000PER","A","2012",22,
"HUN","SUICIDE","TOT","100000PER","A","2013",19.4,
"HUN","SUICIDE","TOT","100000PER","A","2014",17.8,
"HUN","SUICIDE","TOT","100000PER","A","2015",17.3,
"HUN","SUICIDE","TOT","100000PER","A","2016",16.2,
"HUN","SUICIDE","TOT","100000PER","A","2017",15.1,
"ISL","SUICIDE","TOT","100000PER","A","2006",10.8,
"ISL","SUICIDE","TOT","100000PER","A","2007",12,
"ISL","SUICIDE","TOT","100000PER","A","2008",12.4,
"ISL","SUICIDE","TOT","100000PER","A","2009",11.8,
"ISL","SUICIDE","TOT","100000PER","A","2010",14.8,
"ISL","SUICIDE","TOT","100000PER","A","2011",8.7,
"ISL","SUICIDE","TOT","100000PER","A","2012",11.6,
"ISL","SUICIDE","TOT","100000PER","A","2013",16,
"ISL","SUICIDE","TOT","100000PER","A","2014",13.8,
"ISL","SUICIDE","TOT","100000PER","A","2015",12.3,
"ISL","SUICIDE","TOT","100000PER","A","2016",12.1,
"ISL","SUICIDE","TOT","100000PER","A","2017",9.7,
"IRL","SUICIDE","TOT","100000PER","A","2006",10.6,
"IRL","SUICIDE","TOT","100000PER","A","2007",10.4,"B"
"IRL","SUICIDE","TOT","100000PER","A","2008",11.5,
"IRL","SUICIDE","TOT","100000PER","A","2009",11.7,
"IRL","SUICIDE","TOT","100000PER","A","2010",10.8,
"IRL","SUICIDE","TOT","100000PER","A","2011",12.2,
"IRL","SUICIDE","TOT","100000PER","A","2012",12.1,
"IRL","SUICIDE","TOT","100000PER","A","2013",10.9,
"IRL","SUICIDE","TOT","100000PER","A","2014",10.7,
"IRL","SUICIDE","TOT","100000PER","A","2015",9.3,
"ITA","SUICIDE","TOT","100000PER","A","2006",5.6,
"ITA","SUICIDE","TOT","100000PER","A","2007",5.7,
"ITA","SUICIDE","TOT","100000PER","A","2008",5.8,
"ITA","SUICIDE","TOT","100000PER","A","2009",5.9,
"ITA","SUICIDE","TOT","100000PER","A","2010",5.8,
"ITA","SUICIDE","TOT","100000PER","A","2011",6.2,
"ITA","SUICIDE","TOT","100000PER","A","2012",6.3,
"ITA","SUICIDE","TOT","100000PER","A","2013",6.3,
"ITA","SUICIDE","TOT","100000PER","A","2014",6,
"ITA","SUICIDE","TOT","100000PER","A","2015",5.7,
"JPN","SUICIDE","TOT","100000PER","A","2006",21.6,
"JPN","SUICIDE","TOT","100000PER","A","2007",22.1,
"JPN","SUICIDE","TOT","100000PER","A","2008",21.8,
"JPN","SUICIDE","TOT","100000PER","A","2009",22.2,
"JPN","SUICIDE","TOT","100000PER","A","2010",21.2,
"JPN","SUICIDE","TOT","100000PER","A","2011",20.9,
"JPN","SUICIDE","TOT","100000PER","A","2012",19.1,
"JPN","SUICIDE","TOT","100000PER","A","2013",18.7,
"JPN","SUICIDE","TOT","100000PER","A","2014",17.6,
"JPN","SUICIDE","TOT","100000PER","A","2015",16.6,
"JPN","SUICIDE","TOT","100000PER","A","2016",15.2,
"KOR","SUICIDE","TOT","100000PER","A","2006",26.2,
"KOR","SUICIDE","TOT","100000PER","A","2007",28.7,
"KOR","SUICIDE","TOT","100000PER","A","2008",29,
"KOR","SUICIDE","TOT","100000PER","A","2009",33.8,
"KOR","SUICIDE","TOT","100000PER","A","2010",33.5,
"KOR","SUICIDE","TOT","100000PER","A","2011",33.3,
"KOR","SUICIDE","TOT","100000PER","A","2012",29.1,
"KOR","SUICIDE","TOT","100000PER","A","2013",28.7,
"KOR","SUICIDE","TOT","100000PER","A","2014",26.7,
"KOR","SUICIDE","TOT","100000PER","A","2015",25.8,
"KOR","SUICIDE","TOT","100000PER","A","2016",24.6,
"LUX","SUICIDE","TOT","100000PER","A","2006",13.5,
"LUX","SUICIDE","TOT","100000PER","A","2007",16.2,
"LUX","SUICIDE","TOT","100000PER","A","2008",8.4,
"LUX","SUICIDE","TOT","100000PER","A","2009",9.3,
"LUX","SUICIDE","TOT","100000PER","A","2010",10.3,
"LUX","SUICIDE","TOT","100000PER","A","2011",10.4,
"LUX","SUICIDE","TOT","100000PER","A","2012",9.4,
"LUX","SUICIDE","TOT","100000PER","A","2013",7.3,
"LUX","SUICIDE","TOT","100000PER","A","2014",11.8,
"LUX","SUICIDE","TOT","100000PER","A","2015",11.1,
"LUX","SUICIDE","TOT","100000PER","A","2016",7.2,
"MEX","SUICIDE","TOT","100000PER","A","2006",4.5,
"MEX","SUICIDE","TOT","100000PER","A","2007",4.5,
"MEX","SUICIDE","TOT","100000PER","A","2008",4.7,
"MEX","SUICIDE","TOT","100000PER","A","2009",5,
"MEX","SUICIDE","TOT","100000PER","A","2010",4.9,
"MEX","SUICIDE","TOT","100000PER","A","2011",5.1,
"MEX","SUICIDE","TOT","100000PER","A","2012",4.9,
"MEX","SUICIDE","TOT","100000PER","A","2013",5.1,
"MEX","SUICIDE","TOT","100000PER","A","2014",5.5,
"MEX","SUICIDE","TOT","100000PER","A","2015",5.5,
"MEX","SUICIDE","TOT","100000PER","A","2016",5.4,
"NLD","SUICIDE","TOT","100000PER","A","2006",9.1,
"NLD","SUICIDE","TOT","100000PER","A","2007",8,
"NLD","SUICIDE","TOT","100000PER","A","2008",8.4,
"NLD","SUICIDE","TOT","100000PER","A","2009",8.9,
"NLD","SUICIDE","TOT","100000PER","A","2010",9.2,
"NLD","SUICIDE","TOT","100000PER","A","2011",9.5,
"NLD","SUICIDE","TOT","100000PER","A","2012",10,
"NLD","SUICIDE","TOT","100000PER","A","2013",10.5,
"NLD","SUICIDE","TOT","100000PER","A","2014",10.4,
"NLD","SUICIDE","TOT","100000PER","A","2015",10.5,
"NLD","SUICIDE","TOT","100000PER","A","2016",10.5,
"NZL","SUICIDE","TOT","100000PER","A","2006",12.7,
"NZL","SUICIDE","TOT","100000PER","A","2007",11.9,
"NZL","SUICIDE","TOT","100000PER","A","2008",12.3,
"NZL","SUICIDE","TOT","100000PER","A","2009",12,
"NZL","SUICIDE","TOT","100000PER","A","2010",12.4,
"NZL","SUICIDE","TOT","100000PER","A","2011",11.3,
"NZL","SUICIDE","TOT","100000PER","A","2012",12.5,
"NZL","SUICIDE","TOT","100000PER","A","2013",11.8,
"NZL","SUICIDE","TOT","100000PER","A","2014",11.5,
"NOR","SUICIDE","TOT","100000PER","A","2006",11.5,
"NOR","SUICIDE","TOT","100000PER","A","2007",10.5,
"NOR","SUICIDE","TOT","100000PER","A","2008",10.6,
"NOR","SUICIDE","TOT","100000PER","A","2009",11.9,
"NOR","SUICIDE","TOT","100000PER","A","2010",11.2,
"NOR","SUICIDE","TOT","100000PER","A","2011",12.1,
"NOR","SUICIDE","TOT","100000PER","A","2012",10.2,
"NOR","SUICIDE","TOT","100000PER","A","2013",10.8,
"NOR","SUICIDE","TOT","100000PER","A","2014",10.5,
"NOR","SUICIDE","TOT","100000PER","A","2015",11.1,
"NOR","SUICIDE","TOT","100000PER","A","2016",11.6,
"POL","SUICIDE","TOT","100000PER","A","2006",14.8,
"POL","SUICIDE","TOT","100000PER","A","2007",13.4,
"POL","SUICIDE","TOT","100000PER","A","2008",14.4,
"POL","SUICIDE","TOT","100000PER","A","2009",16.3,
"POL","SUICIDE","TOT","100000PER","A","2010",15.9,
"POL","SUICIDE","TOT","100000PER","A","2011",15.3,
"POL","SUICIDE","TOT","100000PER","A","2012",15.8,
"POL","SUICIDE","TOT","100000PER","A","2013",15.5,
"POL","SUICIDE","TOT","100000PER","A","2014",14.8,
"POL","SUICIDE","TOT","100000PER","A","2015",13.5,
"POL","SUICIDE","TOT","100000PER","A","2016",11.6,
"PRT","SUICIDE","TOT","100000PER","A","2007",8.9,
"PRT","SUICIDE","TOT","100000PER","A","2008",9,
"PRT","SUICIDE","TOT","100000PER","A","2009",8.9,
"PRT","SUICIDE","TOT","100000PER","A","2010",9.3,
"PRT","SUICIDE","TOT","100000PER","A","2011",8.6,
"PRT","SUICIDE","TOT","100000PER","A","2012",9,
"PRT","SUICIDE","TOT","100000PER","A","2013",8.7,
"PRT","SUICIDE","TOT","100000PER","A","2014",10.2,
"PRT","SUICIDE","TOT","100000PER","A","2015",9.3,
"PRT","SUICIDE","TOT","100000PER","A","2016",8.1,
"SVK","SUICIDE","TOT","100000PER","A","2008",10.7,
"SVK","SUICIDE","TOT","100000PER","A","2009",10.8,
"SVK","SUICIDE","TOT","100000PER","A","2010",11.3,
"SVK","SUICIDE","TOT","100000PER","A","2012",10.2,
"SVK","SUICIDE","TOT","100000PER","A","2013",10.9,
"SVK","SUICIDE","TOT","100000PER","A","2014",9.7,
"ESP","SUICIDE","TOT","100000PER","A","2006",6.9,
"ESP","SUICIDE","TOT","100000PER","A","2007",6.7,
"ESP","SUICIDE","TOT","100000PER","A","2008",7,
"ESP","SUICIDE","TOT","100000PER","A","2009",6.9,
"ESP","SUICIDE","TOT","100000PER","A","2010",6.3,
"ESP","SUICIDE","TOT","100000PER","A","2011",6.3,
"ESP","SUICIDE","TOT","100000PER","A","2012",6.9,
"ESP","SUICIDE","TOT","100000PER","A","2013",7.5,
"ESP","SUICIDE","TOT","100000PER","A","2014",7.6,
"ESP","SUICIDE","TOT","100000PER","A","2015",6.9,
"ESP","SUICIDE","TOT","100000PER","A","2016",6.8,
"SWE","SUICIDE","TOT","100000PER","A","2006",12.7,
"SWE","SUICIDE","TOT","100000PER","A","2007",11.9,
"SWE","SUICIDE","TOT","100000PER","A","2008",12.2,
"SWE","SUICIDE","TOT","100000PER","A","2009",12.9,
"SWE","SUICIDE","TOT","100000PER","A","2010",11.7,
"SWE","SUICIDE","TOT","100000PER","A","2011",11.4,
"SWE","SUICIDE","TOT","100000PER","A","2012",11.6,
"SWE","SUICIDE","TOT","100000PER","A","2013",12.3,
"SWE","SUICIDE","TOT","100000PER","A","2014",11.4,
"SWE","SUICIDE","TOT","100000PER","A","2015",11.7,
"SWE","SUICIDE","TOT","100000PER","A","2016",11.1,
"CHE","SUICIDE","TOT","100000PER","A","2006",16.5,
"CHE","SUICIDE","TOT","100000PER","A","2007",16.9,
"CHE","SUICIDE","TOT","100000PER","A","2008",16,
"CHE","SUICIDE","TOT","100000PER","A","2009",13.4,
"CHE","SUICIDE","TOT","100000PER","A","2010",11.9,
"CHE","SUICIDE","TOT","100000PER","A","2011",12.1,
"CHE","SUICIDE","TOT","100000PER","A","2012",12,
"CHE","SUICIDE","TOT","100000PER","A","2013",12.2,
"CHE","SUICIDE","TOT","100000PER","A","2014",11.4,
"CHE","SUICIDE","TOT","100000PER","A","2015",11.9,
"CHE","SUICIDE","TOT","100000PER","A","2016",11.2,
"GBR","SUICIDE","TOT","100000PER","A","2006",6.7,
"GBR","SUICIDE","TOT","100000PER","A","2007",6.3,
"GBR","SUICIDE","TOT","100000PER","A","2008",6.9,
"GBR","SUICIDE","TOT","100000PER","A","2009",6.8,
"GBR","SUICIDE","TOT","100000PER","A","2010",6.7,
"GBR","SUICIDE","TOT","100000PER","A","2011",6.9,
"GBR","SUICIDE","TOT","100000PER","A","2012",6.9,
"GBR","SUICIDE","TOT","100000PER","A","2013",7.5,
"GBR","SUICIDE","TOT","100000PER","A","2014",7.4,
"GBR","SUICIDE","TOT","100000PER","A","2015",7.5,
"GBR","SUICIDE","TOT","100000PER","A","2016",7.3,
"USA","SUICIDE","TOT","100000PER","A","2006",11.3,
"USA","SUICIDE","TOT","100000PER","A","2007",11.7,
"USA","SUICIDE","TOT","100000PER","A","2008",12,
"USA","SUICIDE","TOT","100000PER","A","2009",12.2,
"USA","SUICIDE","TOT","100000PER","A","2010",12.5,
"USA","SUICIDE","TOT","100000PER","A","2011",12.8,
"USA","SUICIDE","TOT","100000PER","A","2012",13,
"USA","SUICIDE","TOT","100000PER","A","2013",13.1,
"USA","SUICIDE","TOT","100000PER","A","2014",13.5,
"USA","SUICIDE","TOT","100000PER","A","2015",13.8,
"USA","SUICIDE","TOT","100000PER","A","2016",13.9,
"BRA","SUICIDE","TOT","100000PER","A","2006",5.3,
"BRA","SUICIDE","TOT","100000PER","A","2007",5.4,
"BRA","SUICIDE","TOT","100000PER","A","2008",5.5,
"BRA","SUICIDE","TOT","100000PER","A","2009",5.5,
"BRA","SUICIDE","TOT","100000PER","A","2010",5.4,
"BRA","SUICIDE","TOT","100000PER","A","2011",5.6,
"BRA","SUICIDE","TOT","100000PER","A","2012",5.8,
"BRA","SUICIDE","TOT","100000PER","A","2013",5.8,
"BRA","SUICIDE","TOT","100000PER","A","2014",5.7,
"BRA","SUICIDE","TOT","100000PER","A","2015",6,
"CHL","SUICIDE","TOT","100000PER","A","2006",11.7,
"CHL","SUICIDE","TOT","100000PER","A","2007",11.8,
"CHL","SUICIDE","TOT","100000PER","A","2008",13.1,
"CHL","SUICIDE","TOT","100000PER","A","2009",13.3,
"CHL","SUICIDE","TOT","100000PER","A","2010",12.2,
"CHL","SUICIDE","TOT","100000PER","A","2011",12.3,
"CHL","SUICIDE","TOT","100000PER","A","2012",11,
"CHL","SUICIDE","TOT","100000PER","A","2013",10.3,
"CHL","SUICIDE","TOT","100000PER","A","2014",10.4,
"CHL","SUICIDE","TOT","100000PER","A","2015",10.7,
"CHL","SUICIDE","TOT","100000PER","A","2016",10.7,
"EST","SUICIDE","TOT","100000PER","A","2006",17.3,
"EST","SUICIDE","TOT","100000PER","A","2007",18.2,
"EST","SUICIDE","TOT","100000PER","A","2008",17.3,
"EST","SUICIDE","TOT","100000PER","A","2009",19.3,
"EST","SUICIDE","TOT","100000PER","A","2010",15.9,
"EST","SUICIDE","TOT","100000PER","A","2011",15.3,
"EST","SUICIDE","TOT","100000PER","A","2012",16.6,
"EST","SUICIDE","TOT","100000PER","A","2013",15.3,
"EST","SUICIDE","TOT","100000PER","A","2014",17.5,
"EST","SUICIDE","TOT","100000PER","A","2015",14.1,
"EST","SUICIDE","TOT","100000PER","A","2016",13,
"ISR","SUICIDE","TOT","100000PER","A","2006",6,
"ISR","SUICIDE","TOT","100000PER","A","2007",5.3,
"ISR","SUICIDE","TOT","100000PER","A","2008",5.7,
"ISR","SUICIDE","TOT","100000PER","A","2009",6.2,
"ISR","SUICIDE","TOT","100000PER","A","2010",7.4,
"ISR","SUICIDE","TOT","100000PER","A","2011",6.2,
"ISR","SUICIDE","TOT","100000PER","A","2012",6.4,
"ISR","SUICIDE","TOT","100000PER","A","2013",5.5,
"ISR","SUICIDE","TOT","100000PER","A","2014",5.5,
"ISR","SUICIDE","TOT","100000PER","A","2015",4.9,
"ISR","SUICIDE","TOT","100000PER","A","2016",5.4,
"RUS","SUICIDE","TOT","100000PER","A","2006",29.1,
"RUS","SUICIDE","TOT","100000PER","A","2007",28,
"RUS","SUICIDE","TOT","100000PER","A","2008",26.1,
"RUS","SUICIDE","TOT","100000PER","A","2009",25.4,
"RUS","SUICIDE","TOT","100000PER","A","2010",22.5,
"RUS","SUICIDE","TOT","100000PER","A","2011",21,
"RUS","SUICIDE","TOT","100000PER","A","2012",20,
"RUS","SUICIDE","TOT","100000PER","A","2013",19.3,
"RUS","SUICIDE","TOT","100000PER","A","2014",17.9,
"SVN","SUICIDE","TOT","100000PER","A","2006",24.6,
"SVN","SUICIDE","TOT","100000PER","A","2007",19.9,
"SVN","SUICIDE","TOT","100000PER","A","2008",18.6,
"SVN","SUICIDE","TOT","100000PER","A","2009",20,
"SVN","SUICIDE","TOT","100000PER","A","2010",18.6,
"SVN","SUICIDE","TOT","100000PER","A","2011",19.3,
"SVN","SUICIDE","TOT","100000PER","A","2012",19.3,
"SVN","SUICIDE","TOT","100000PER","A","2013",19.6,
"SVN","SUICIDE","TOT","100000PER","A","2014",16.9,
"SVN","SUICIDE","TOT","100000PER","A","2015",18.1,
"ZAF","SUICIDE","TOT","100000PER","A","2006",1.3,
"ZAF","SUICIDE","TOT","100000PER","A","2007",1,
"ZAF","SUICIDE","TOT","100000PER","A","2008",1.1,
"ZAF","SUICIDE","TOT","100000PER","A","2009",0.8,
"ZAF","SUICIDE","TOT","100000PER","A","2010",0.9,
"ZAF","SUICIDE","TOT","100000PER","A","2011",0.8,
"ZAF","SUICIDE","TOT","100000PER","A","2012",1.1,
"ZAF","SUICIDE","TOT","100000PER","A","2013",1.3,
"ZAF","SUICIDE","TOT","100000PER","A","2014",1.2,
"ZAF","SUICIDE","TOT","100000PER","A","2015",1,
"TUR","SUICIDE","TOT","100000PER","A","2009",2,
"TUR","SUICIDE","TOT","100000PER","A","2010",2.4,
"TUR","SUICIDE","TOT","100000PER","A","2011",1.7,
"TUR","SUICIDE","TOT","100000PER","A","2012",2.1,
"TUR","SUICIDE","TOT","100000PER","A","2013",2.6,
"TUR","SUICIDE","TOT","100000PER","A","2014",2.3,
"TUR","SUICIDE","TOT","100000PER","A","2015",2.1,
"TUR","SUICIDE","TOT","100000PER","A","2016",2.6,
"COL","SUICIDE","TOT","100000PER","A","2006",5.6,
"COL","SUICIDE","TOT","100000PER","A","2007",5.4,
"COL","SUICIDE","TOT","100000PER","A","2008",5.5,
"COL","SUICIDE","TOT","100000PER","A","2009",5.4,
"COL","SUICIDE","TOT","100000PER","A","2010",4.9,
"COL","SUICIDE","TOT","100000PER","A","2011",4.7,
"COL","SUICIDE","TOT","100000PER","A","2012",4.8,
"COL","SUICIDE","TOT","100000PER","A","2013",4.7,
"COL","SUICIDE","TOT","100000PER","A","2014",4.8,
"COL","SUICIDE","TOT","100000PER","A","2015",5.2,
"LVA","SUICIDE","TOT","100000PER","A","2006",21.1,
"LVA","SUICIDE","TOT","100000PER","A","2007",19.9,
"LVA","SUICIDE","TOT","100000PER","A","2008",23.1,
"LVA","SUICIDE","TOT","100000PER","A","2009",23.1,
"LVA","SUICIDE","TOT","100000PER","A","2010",19.7,
"LVA","SUICIDE","TOT","100000PER","A","2011",19.9,
"LVA","SUICIDE","TOT","100000PER","A","2012",20.5,
"LVA","SUICIDE","TOT","100000PER","A","2013",17.8,
"LVA","SUICIDE","TOT","100000PER","A","2014",18.1,
"LVA","SUICIDE","TOT","100000PER","A","2015",18.1,
"LTU","SUICIDE","TOT","100000PER","A","2006",31.2,
"LTU","SUICIDE","TOT","100000PER","A","2007",31,
"LTU","SUICIDE","TOT","100000PER","A","2008",33.7,
"LTU","SUICIDE","TOT","100000PER","A","2009",34.5,
"LTU","SUICIDE","TOT","100000PER","A","2010",31.6,
"LTU","SUICIDE","TOT","100000PER","A","2011",32.2,
"LTU","SUICIDE","TOT","100000PER","A","2012",29.5,
"LTU","SUICIDE","TOT","100000PER","A","2013",34.8,
"LTU","SUICIDE","TOT","100000PER","A","2014",29.8,
"LTU","SUICIDE","TOT","100000PER","A","2015",29,
"LTU","SUICIDE","TOT","100000PER","A","2016",26.7,
"LTU","SUICIDE","TOT","100000PER","A","2017",24.4,
"CRI","SUICIDE","TOT","100000PER","A","2006",8.6,
"CRI","SUICIDE","TOT","100000PER","A","2007",6.4,
"CRI","SUICIDE","TOT","100000PER","A","2008",6.3,
"CRI","SUICIDE","TOT","100000PER","A","2009",6.6,
"CRI","SUICIDE","TOT","100000PER","A","2010",7.1,
"CRI","SUICIDE","TOT","100000PER","A","2011",7.1,
"CRI","SUICIDE","TOT","100000PER","A","2012",6.7,
"CRI","SUICIDE","TOT","100000PER","A","2013",7,
"CRI","SUICIDE","TOT","100000PER","A","2014",5.8,
